role_id,civil,type,statut,age,stat_amour
tc0898-XIPHARES,,H,prince,J,Monime
tc0898-ARBATE,,H,gouverneur,A,néant
tc0898-PHOEDIME,,H,confident,A,néant
tc0898-ARCAS,,H,domestique,A,néant
tc0898-GARDES,,H,garde,A,néant
tc0756-ORESTE,,H,prince,A,néant
tc0756-ELECTRE,,H,prince,A,néant
tc0756-CLYTEMNESTRE,,H,roi,A,néant
tc0756-EGISTHE,,H,prince,A,néant
tc0756-PYLADE,,H,confident,A,néant
tc0756-LANOURRICEGILISSA,,H,nourrice,A,néant
tc0756-LEPORTIER,,H,portier,A,néant
tc0756-LECHOEURDESKHOEPHORES,,H,choeur,A,néant
tc0582-PORUS,,H,roi,A,néant
tc0582-ARGIRE,,H,roi,A,néant
tc0582-ORAXENE,,H,prince,J,néant
tc0582-CLAIRANCE,,H,prince,J,néant
tc0582-CLARICE,,H,confident,A,néant
tc0582-PHRADATE,,H,écuyer,A,néant
tc0582-ARSECIDE,,H,prince,A,néant
tc0582-ALEXANDRE,,H,roi,A,néant
tc0582-PERDICCAS,,H,prince,A,néant
tc0582-ORONTE,,H,capitaine,A,néant
tc0582-TROUPEDESGARDES,,H,garde,A,néant
tc0492-LACOMTESSE,,H,comte,A,néant
tc0492-LABARONNE,,H,baron,A,néant
tc0492-LEMARQUIS,,H,marquis,A,néant
tc0492-DAMON,,H,poète,A,néant
tc0492-CHAMPAGNE,,H,valet,A,néant
tc0908-LASULTANE,,H,sultan,A,néant
tc0908-FATIME,,H,esclave,A,néant
tc0908-LEONTINE,,H,esclave,A,néant
tc0908-OSMAN,,H,empereur,A,néant
tc0908-LAFILLEduMUFTI,,H,aristocrate,A,néant
tc0908-SELIM,,H,bassa,A,néant
tc0908-MAMUD,,H,bassa,A,néant
tc0908-ORCAN,,H,bassa,A,néant
tc0908-LODIA,,H,précepteur,A,néant
tc0908-UNCAPIGI,,H,huissier,A,néant
tc0908-DESJANISSAIRES,,H,soldat,A,néant
tc0034-TURENNE,,H,militaire,A,néant
tc0034-PIERRECORNEILLE,,H,auteur,A,néant
tc0034-DUFRESNE,,H,comédien,A,néant
tc0894-,,H,bourgeois,A,néant
tc0894-ISABELLE,,H,bourgeois,A,néant
tc0894-GILLES,,H,valet,A,néant
tc0894-LEANDRE,,H,bourgeois,A,Isabelle
tc0894-LEDOCTEUR,,H,valet,A,néant
tc0160-AGON,,H,roi,A,
tc0160-ABDUL,,H,prince,J,
tc0160-HASSAN,,H,prince,J,
tc0160-FATIME,,H,prince,J,
tc0160-SINAN,,H,capitaine,A,
tc0160-NADINE,,H,confident,A,
tc0160-JEANLUCASdeSTEENWYCK,,H,confident,A,
tc0160-SAINT-MARTIN,,H,général,A,
tc0160-IBRAHIM,,H,imam,A,
tc0160-SADI,,H,officier,A,
tc0160-GRANDS,,H,aristocrate,A,
tc0542-CHOEURDEGRACES,,D,grace,A,néant
tc0542-GRACES,,D,grace,A,néant
tc0542-PLAISIRSetJEUX,,H,,A,néant
tc0542-BACCHUS,,D,dieu,A,néant
tc0542-VENUS,,D,dieu,A,néant
tc0542-CERES,,D,dieu,A,néant
tc0542-MARS,,D,dieu,A,néant
tc0542-BELLONE,,D,dieu,A,néant
tc0542-MOISONNEURS,,H,paysan,A,néant
tc0542-SYLVAINS,,D,sylvain,A,néant
tc0542-FAUNES,,D,faune,A,néant
tc0542-BACCHANTES,,D,bacchante,A,néant
tc0542-SUIVANTESDECERES,,D,suivant,A,néant
tc0542-CHOEURDECOMBATTANTS,,H,soldat,A,néant
tc0542-AEGLE,,H,roi,A,néant
tc0542-CLEONE,,H,confident,A,néant
tc0542-ARCAS,,H,confident,A,néant
tc0542-GRANDEPRETRESSE,,H,prêtre,A,néant
tc0542-AEGEE,,H,roi,A,néant
tc0542-SUIVANTSDAEGEE,,H,suivant,A,néant
tc0542-LECHOEURDEPRETRESSES,,H,prêtre,A,néant
tc0542-SACRIFICATEURS,,H,prêtre,A,néant
tc0542-MEDEE,,H,prince,A,néant
tc0542-DORINE,,H,confident,A,néant
tc0542-CHOEURATHENES,,H,peuple,A,néant
tc0542-THESEE,,H,prince,A,néant
tc0542-UNFANTOME,,F,fantôme,A,néant
tc0542-TROUPEDELUTIN,,H,lutin,A,néant
tc0542-LECHOEURDELENFER,,H,,A,néant
tc0179-LEPRESIDENTDEROSTEIN,,H,aristocrate,A,néant
tc0179-HENRIETTE,,H,aristocrate,J,néant
tc0179-LEBARONDEROTHENBERG,,H,baron,A,néant
tc0179-GEORGEDEROTHENBERG,,H,aristocrate,J,néant
tc0179-LECOMTEDEVANDER-ALTE,,H,comte,A,néant
tc0179-MONSIEURDESCHARFMANN,,H,bourgeois,A,néant
tc0179-MONSIEURDELAPRESSE,,H,libraire,A,néant
tc0179-MADAMEBERG,,H,commerçant,A,néant
tc0179-ROBERT,,H,intendant,A,néant
tc0179-BERTE,,H,paysan,V,néant
tc0179-FRANCK,,H,valet de chambre,A,néant
tc0179-LETENDRE,,H,spadassin,A,néant
tc0179-LADOUCEUR,,H,spadassin,A,néant
tc0617-LACOMEDIE,,P,art,A,néant
tc0617-LAMUSIQUE,,P,art,A,néant
tc0617-LEBALLET,,P,art,A,néant
tc0617-SGANARELLE,,H,bourgeois,A,néant
tc0617-LUCINDE,,H,bourgeois,J,Clitandre
tc0617-CLITANDRE,,H,bourgeois,J,Lucinde
tc0617-AMINTE,,H,bourgeois,A,néant
tc0617-LUCRECE,,H,bourgeois,J,néant
tc0617-LISETTE,,H,suivante,A,néant
tc0617-MONSIEURGUILLAUME,,H,commerçant,A,néant
tc0617-MONSIEURJOSSE,,H,orfèvre,A,néant
tc0617-MONSIEURTOMES,,H,médecin,A,néant
tc0617-MONSIEURDEFONANDRES,,H,médecin,A,néant
tc0617-MONSIEURMACROTON,,H,médecin,A,néant
tc0617-MONSIEURBAHYS,,H,médecin,A,néant
tc0617-MONSIEURFILERIN,,H,médecin,A,néant
tc0617-UNNOTAIRE,,H,notaire,A,néant
tc0617-CHAMPAGNE,,H,valet,A,néant
tc0617-CHAMPAGNE,,H,valet,J,néant
tc0617-QUATRE-MEDECINS,,H,médecin,A,néant
tc0617-UN-OPERATEUR,,H,opérateur,A,néant
tc0617-TRIVELINS,,H,bourgeois,A,néant
tc0617-SCARAMOUCHES,,H,bourgeois,A,néant
tc0617-LACOMEDIE,,P,art,A,néant
tc0617-LA-MUSIQUE,,P,art,A,néant
tc0617-LE-BALLET,,P,art,A,néant
tc0617-JEUX,,P,jeux-ris-plaisir,A,néant
tc0617-RIS,,P,jeux-ris-plaisir,A,néant
tc0617-PLAISIRS,,P,jeux-ris-plaisir,A,néant
tc0548-LECAPITAN,,H,bourgeois,A,néant
tc0548-LEDOCTEUR,,H,bourgeois,A,néant
tc0548-LUCINDE,,H,bourgeois,A,néant
tc0548-PHILIS,,H,bourgeois,A,néant
tc0548-CLORIS,,H,bourgeois,A,néant
tc0548-LEANDRE,,H,bourgeois,A,néant
tc0664-PHOCION,,H,général,A,néant
tc0664-AGNONIDE,,H,général,A,néant
tc0664-CHRISIS,,H,aristocrate,J,amoureux
tc0664-ALCINOUS,,H,aristocrate,J,amoureux
tc0664-CLEON,,H,confident,A,néant
tc0664-DIONE,,H,confident,A,néant
tc0664-LICAS,,H,gouverneur,A,néant
tc0664-CLITUS,,H,capitaine,A,néant
tc0664-ARCAS,,H,capitaine,A,néant
tc0664-GARDES,,H,garde,A,néant
tc0446-LEVICOMTEDELASABLONNIERE,,H,vicomte,A,Lucrèce
tc0446-LUCRECE,,H,vicomte,A,
tc0446-CLARICE,,H,aristocrate,A,
tc0446-LISETTE,,H,femme de chambre,A,
tc0446-MONSIEURDECORNANVILLE,,H,aristocrate,A,
tc0446-MONSIEURDEBOIS-DOUILLET,,H,aristocrate,A,
tc0446-MONSIEURDEBOIS-DOUILLETFILS,,H,aristocrate,J,
tc0446-MONSIEURDECHANTE-PIE,,H,aristocrate,A,
tc0446-MONSIEURDECOCHON-VILAIN,,H,aristocrate,A,
tc0446-MONSIEURDEBOIS-LE-ROUX,,H,aristocrate,A,uClarice
tc0446-COLAS,,H,valet,A,
tc0446-NICODEME,,H,valet,A,
tc0446-BLAISECLAMPIN,,H,bourgeois,A,
tc0452-MONSIEURBASSINET,,H,armurier,A,néant
tc0452-MONSIEURCOTON,,H,commerçant,A,néant
tc0452-COLIN,,H,bourgeois,A,néant
tc0452-JEANNETTE,,H,bourgeois,A,néant
tc0452-PERRIN,,H,armurier,A,néant
tc0100-TIBERE,,H,empereur,A,néant
tc0100-DRUZE,,H,aristocrate,A,néant
tc0100-LIVIE,,H,aristocrate,A,néant
tc0100-FULVIE,,H,confident,A,néant
tc0100-SEJANUS,,H,favori,A,néant
tc0100-APICATA,,H,aristocrate,A,néant
tc0100-VOLUZIE,,H,aristocrate,A,néant
tc0100-TERENCE,,H,chevalier,A,néant
tc0100-MACRON,,H,colonel,A,néant
tc0100-REGULUS,,H,lieutenant,A,néant
tc0100-GARDES,,H,garde,A,néant
tc0437-MADAMEDAMIS,,H,bourgeois,A,néant
tc0437-LECHEVALIER,,H,chevelier,A,néant
tc0437-BLAISE,,H,paysan,A,néant
tc0437-CLAUDINE,,H,paysan,A,néant
tc0437-COLIN,,H,paysan,A,néant
tc0437-COLETTE,,H,paysan,A,néant
tc0437-ARLEQUIN,,H,valet,A,néant
tc0437-GRIFFET,,H,clerc,A,néant
tc0806-HERNANI,,H,aristocrate,A,néant
tc0806-DONCARLOS,,H,aristocrate,A,néant
tc0806-DONRUYGOMEZDESILVA,,H,aristocrate,A,néant
tc0806-DOÑASOLDESILVA,,H,aristocrate,A,néant
tc0806-LEROIDEBOHEME,,H,roi,A,néant
tc0806-LEDUCDEBAVIERE,,H,duc,A,néant
tc0806-LEDUCDEGOTHA,,H,duc,A,néant
tc0806-LEBARONDELUTZELBOURG,,H,baron,A,néant
tc0806-LEDUCDELUTZELBOURG,,H,duc,A,néant
tc0806-IAQUEZ,,H,page,A,néant
tc0806-DONSANCHO,,H,aristocrate,A,néant
tc0806-DONSANCHEZ,,H,aristocrate,A,néant
tc0806-DONMATIAS,,H,aristocrate,A,néant
tc0806-DONRICARDO,,H,aristocrate,A,néant
tc0806-DONGARCISUAREZ,,H,aristocrate,A,néant
tc0806-DONFRANCISCO,,H,aristocrate,A,néant
tc0806-DONJUANDEHARO,,H,aristocrate,A,néant
tc0806-DONGILTELLEZGIRON,,H,aristocrate,A,néant
tc0806-,,H,montagnard,A,néant
tc0806-DOÑAJOSEFADUARTE,,H,duègne,A,néant
tc0806-UNEDAME,,H,bourgeois,A,néant
tc0806-PREMIERCONJURE,,H,conjuré,A,néant
tc0806-SECONDCONJURE,,H,conjuré,A,néant
tc0806-TROISIEMECONJURE,,H,conjuré,A,néant
tc0806-CONJURESDELALIGUESACRO-SAINTE,,H,conjuré,A,néant
tc0806-MONTAGNARDSSEIGNEURSSOLDATS...,,H,peuple,A,néant
tc0376-LAFORTUNE,,P,allégorie,A,néant
tc0376-NEPTUNE,,D,dieu,A,néant
tc0376-LAMOUR,,D,dieu,A,néant
tc0376-PEUPLE,,H,peuple,A,néant
tc0376-TRITONS,,D,triton,A,néant
tc0376-NEREIDES,,D,néreide,A,néant
tc0353-MONSIEURBERNARD,,H,bourgeois,A,néant
tc0353-LECHEVALIER,,H,chevalier,A,néant
tc0353-DORANTE,,H,peintre,A,amoureux
tc0353-L’OLIVE,,H,valet,A,néant
tc0353-ANGELIQUE,,H,aristocrate,A,amoureux
tc0353-LISETTE,,H,suivante,A,néant
tc0353-LUCAS,,H,fermier,A,néant
tc0353-MATURINE,,H,servante,A,néant
tc0413-JUSTINIEN,,H,empereur,A,néant
tc0413-BELISAIRE,,H,aristocrate,A,néant
tc0413-ANTONINE,,H,aristocrate,A,néant
tc0413-EUDOXE,,H,aristocrate,A,néant
tc0413-TIBERE,,H,aristocrate,A,néant
tc0413-BESSAS,,H,officier,A,néant
tc0413-LEROIDESBULGARES,,H,roi,A,néant
tc0413-UNSOLDAT,,H,soldat,A,néant
tc0413-UNENFANT,,H,enfant,E,néant
tc0413-PLUSIEURSESCLAVES,,H,esclave,A,néant
tc0413-SUITEdeLEMPEREUR,,H,suite,A,néant
tc0413-TROUPEdeBULGARES,,H,soldat,A,néant
tc0357-LEBARON,,H,baron,A,néant
tc0357-LAVEUVE,,H,bourgeois,A,néant
tc0357-ARGAN,,H,bourgeois,A,néant
tc0357-GIRARD,,H,receveur,A,néant
tc0357-LUCAS,,H,fermier,A,néant
tc0357-LISETTE,,H,fermier,A,néant
tc0808-MOME,,D,dieu,A,néant
tc0808-APOLLON,,D,dieu,A,néant
tc0808-MELASIE,,H,bourgeois,A,néant
tc0808-CLEONE,,H,bourgeois,A,néant
tc0808-PHILNTE,,H,bourgeois,A,néant
tc0808-ALCIPE,,H,bourgeois,A,néant
tc0808-ROSIMON,,H,bourgeois,A,néant
tc0808-ALCIDOR,,H,bourgeois,A,néant
tc0808-DELARANCUNE,,H,bourgeois,A,néant
tc0662-PRUSIAS,,H,roi,A,néant
tc0662-FLAMINIUS,,H,ambassadeur,A,néant
tc0662-ARSINOE,,H,roi,A,néant
tc0662-LAODICE,,H,roi,A,néant
tc0662-NICOMEDE,,H,prince,J,néant
tc0662-ATTALE,,H,prince,J,néant
tc0662-ARASPE,,H,capitaine,A,néant
tc0662-CLEONE,,H,confident,A,néant
tc0681-POMPEE,,H,empereur,A,néant
tc0681-PHARNACE,,H,roi,A,néant
tc0681-MITHRIDATE,,H,roi,A,néant
tc0681-MENANDRE,,H,capitaine,A,néant
tc0681-EMILE,,H,capitaine,A,néant
tc0681-HYPSICRATEE,,H,aristocrate,A,néant
tc0681-BERENICE,,H,roi,A,néant
tc0681-MITHRIDATIE,,H,prince,A,néant
tc0681-NISE,,H,prince,A,néant
tc0681-UN-SOLDAT,,H,soldat,A,néant
tc0306-CONSTANCE,,H,aristocrate,A,néant
tc0306-DURVAL,,H,aristocrate,A,néant
tc0306-SOPHIE,,H,aristocrate,J,amoureux
tc0306-DAMON,,H,aristocrate,A,amoureux
tc0306-ARGANT,,H,aristocrate,A,néant
tc0306-CLITANDRE,,H,marquis,A,néant
tc0306-DAMIS,,H,marquis,A,néant
tc0306-FLORINE,,H,suivante,A,néant
tc0306-HENRI,,H,valet,A,néant
tc0200-DEUXHOMMESDUBEL-AIR,,H,bourgeois,A,néant
tc0200-DEUXFEMMESDUBEL-AIR,,H,bourgeois,A,néant
tc0200-UNGENTILHOMMEGASCON,,H,aristocrate,A,néant
tc0200-LEBARONDARBARAT,,H,baron,A,néant
tc0200-UNSUISSE,,H,suisse,A,néant
tc0200-UNVIEUXBOURGEOISBABILLARD,,H,bourgeois,A,néant
tc0200-UNEVIEILLEBOURGEOISEBABILLARDE,,H,bourgeois,A,néant
tc0200-LEFILSDUBOURGEOISETDELABOURGEOISE,,H,bourgeois,J,néant
tc0200-TROUPEDEGENS,,H,bourgeois,A,néant
tc0200-POLYMNIE,,H,muse,A,néant
tc0200-MELPOMENE,,H,muse,A,néant
tc0200-EUTERPE,,H,muse,A,néant
tc0200-TIRCIS,,H,berger,A,Caliste
tc0200-LICASTE,,H,berger,A,néant
tc0200-MENANDRE,,H,berger,A,néant
tc0200-CALISTE,,H,berger,A,Tircis
tc0200-CLIMENE,,H,berger,A,néant
tc0200-FORESTAN,,D,satyre,A,Caliste
tc0200-SILVANDRE,,D,satyre,A,Caliste
tc0097-LABARONNE,,H,baron,J,
tc0097-LECOMTE,,H,comte,A,
tc0097-MADEMOISELLEDUFRENE,,H,aristocrate,A,
tc0097-LEMARQUIS,,H,marquis,A,
tc0097-MONSIEURLABBE,,H,abbé,A,
tc0097-UNVALETDECHAMBRE,,H,valet,A,
tc0203-LACOMTESSE,,H,conte,A,
tc0203-LUCILE,,H,aristocrate,J,
tc0203-LEMARQUIS,,H,marquis,J,
tc0203-LEBARON,,H,baron,A,
tc0203-LISETTE,,H,suivante,A,
tc0203-MONSIEURDUBERCEAU,,H,décorateur,A,
tc0203-CORALINE,,H,danseur,A,
tc0203-ARLEQUIN,,H,valet,A,
tc0518-ARCHELAS,,,,,
tc0518-MELINTE,,,,,
tc0518-EURIMEDON,,,,,
tc0518-TYGRANE,,,,,
tc0518-FALANTE,,,,,
tc0518-LYSANOR,,,,,
tc0518-PASITHEE,,,,,
tc0518-CELIANE,,,,,
tc0518-ALERINE,,,,,
tc0518-ARGAMOR,,,,,
tc0164-ISIMANDRE,,,,,
tc0164-ORANTE,,,,,
tc0164-ROSIMOND,,,,,
tc0164-ORMIN,,,,,
tc0164-PALINICE,,,,,
tc0164-LUCINDE,,,,,
tc0164-FLORANGE,,,,,
tc0164-NERINE,,,,,
tc0164-POLIANTE,,,,,
tc0164-CLINDOR,,,,,
tc0164-LINDOMAN,,,,,
tc0164-LERISTE,,,,,
tc0164-ARGAMOR,,,,,
tc0164-GERTIMANT,,,,,
tc0707-OEDIPE,,H,roi,J,néant
tc0707-THESEE,,H,prince,A,néant
tc0707-JOCASTE,,H,roi,A,néant
tc0707-DIRCE,,H,prince,A,néant
tc0707-CLEANTE,,H,confident,A,néant
tc0707-DYMAS,,H,confident,A,néant
tc0707-PHORBAS,,H,bourgeois,V,néant
tc0707-IPHICRATE,,H,bourgeois,V,néant
tc0707-NERINE,,H,dame d'honneur,A,néant
tc0707-MEGARE,,H,dame d'honneur,A,néant
tc0707-UN-PAGE,,H,page,A,néant
tc0698-DANCOUR,,H,bourgeois,A,néant
tc0698-Melle-BEAUVAL,,H,bourgeois,A,néant
tc0698-Melle-DESBROSSES,,H,bourgeois,A,néant
tc0698-MOMUS,,D,dieu,A,néant
tc0698-DUBOCAGE,,H,bourgeois,A,néant
tc0698-ALBERT,,H,bourgeois,A,néant
tc0698-ERASTE,,H,bourgeois,A,Agathe
tc0698-AGATHE,,H,bourgeois,A,Éraste
tc0698-LISETTE,,H,servante,A,néant
tc0698-CRISPIN,,H,valet,A,néant
tc0788-BERTRAND,,H,bourgeois,A,néant
tc0788-MADAMEBERTRAND,,H,bourgeois,A,néant
tc0788-MAROTTE,,H,bourgeois,A,néant
tc0788-LECHEVALIER,,H,chevalier,A,néant
tc0788-LACOMTESSE,,H,comtesse,A,amoureux
tc0788-MONSIEURGANIVET,,H,bourgeois,A,amoureux
tc0788-FINETTE,,H,suivante,A,néant
tc0788-LOLIVE,,H,valet,A,néant
tc0788-MONSIEURSIMONNEAU,,H,procureur,A,néant
tc0788-MADAMESIMONNEAU,,H,bourgeois,A,néant
tc0788-MONSIEURDUROLLET,,H,proccureur,A,néant
tc0788-MADAMEDUROLLET,,H,bourgeois,A,néant
tc0788-MONSIEURGRIMAUDIN,,H,bourgeois,A,néant
tc0788-DORANTE,,H,bourgeois,A,néant
tc0788-NICOLAS,,H,employé,A,néant
tc0788-JASMIN,,H,laquais,A,néant
tc0788-LAFLEUR,,H,laquais,A,néant
tc0788-UNCOCHER,,H,cocher,A,néant
tc0643-RANSOMET,,H,banquier,A,néant
tc0643-ANTONINE,,H,bourgeois,J,néant
tc0643-HUGUES,,H,commis de banque,J,néant
tc0643-DAVIS,,H,bourgeois,J,néant
tc0643-JULIENNE,,H,suivante,A,néant
tc0643-DRAKE,,H,employé,A,néant
tc0216-LEMAITRE,,H,bourgeois,A,néant
tc0216-GILLES,,H,valet,A,néant
tc0216-SANS-QUARTIER,,H,filou,A,néant
tc0216-DIVERTISSANT,,H,filou,A,néant
tc0223-NITOCRIS,,H,reine,A,néant
tc0223-CLEODATE,,H,favori,A,amoureux
tc0223-ARAXE,,H,prince,A,néant
tc0223-ATIS,,H,confident,A,néant
tc0223-AXIANE,,H,prince,A,amoureux
tc0223-ALCINE,,H,prince,A,néant
tc0223-ACHATE,,H,conseiller,A,néant
tc0222-DAMIS,,H,baron,A,amoureux
tc0222-AMARANTE,,H,aristocrate,A,amoureux
tc0222-CLITIE,,H,aristocrate,A,néant
tc0222-LE-COMTE,,H,comte,A,néant
tc0222-DORANTE,,H,chevalier,A,néant
tc0222-ORIANE,,H,marquis,A,néant
tc0222-LISIDOR,,H,poète,A,néant
tc0222-PETIT-JEAN,,H,page,A,néant
tc0222-LA-RAMEE,,H,laquais,A,néant
tc0189-LACOMTESSEDUMIREVAL,,H,comte,A,amoureux
tc0189-MADEMOISELLEDERICHEVIERE,,H,aristocrate,J,amoureux
tc0189-LEMARQUISDEBRECY,,H,marquis,A,amoureux
tc0189-LEBARONDEFONPRE,,H,baron,A,néant
tc0189-LECHEVALIERDECLAIREFOID,,H,chevalier,A,amoureux
tc0189-UNLAQUAIS,,H,laquais,A,néant
tc0883-FLORIMONDE,,H,aristocrate,A,Lidamant
tc0883-NERINE,,H,suivante,A,néant
tc0883-LIDAMANT,,H,aristocrate,A,Florimonde
tc0883-LEANDRE,,H,aristocrate,A,Orasie
tc0883-ORASIE,,H,aristocrate,A,Léandre
tc0883-JULIE,,H,suivante,A,néant
tc0883-TOMIRE,,H,bourgeois,V,néant
tc0883-FABRICE,,H,serviteur,A,néant
tc0883-LISIS,,H,servetuer,A,néant
tc0009-SCARAMOUCHE,,H,bourgeois,A,néant
tc0009-LEANDRE,,H,écolier,A,néant
tc0009-LEDOCTEUR,,H,docteur,A,néant
tc0009-COLOMBINE,,H,bourgeois,A,néant
tc0009-ISABELLE,,H,bourgeois,A,néant
tc0009-OCTAVE,,H,bourgeois,A,néant
tc0009-PIERROT,,H,valet,A,néant
tc0123-GERONTE,,H,bourgeois,V,néant
tc0123-VALERE,,H,bourgeois,A,amoureux
tc0123-ANGELIQUE,,H,bourgeois,A,amoureux
tc0123-DORANTE,,H,bourgeois,V,amoureux
tc0123-LE_MARQUIS,,H,marquis,A,néant
tc0123-NERINE,,H,suivante,A,néant
tc0123-LA_RESSOURCE,,H,commerçant,A,néant
tc0123-HECTOR,,H,valet,A,néant
tc0123-TOUTABAS,,H,joueur,A,néant
tc0123-GALONNIER,,H,tailleur,A,néant
tc0123-MME_ADAM,,H,sellier,A,néant
tc0123-LAQUAIS,,H,laquais,A,néant
tc0123-TROIS_LAQUAIS,,H,laquais,A,néant
tc0374-UNJEUNEETOURDI,,H,bourgeois,A,néant
tc0374-VALERE,,H,bourgeois,A,néant
tc0374-DORANTE,,H,aristocrate,A,néant
tc0374-LECHEVALIER,,H,chevalier,A,néant
tc0374-ANGELIQUE,,H,aristocrate,A,néant
tc0374-LACOMTESSE,,H,comte,A,néant
tc0374-NERINE,,H,suivante,A,néant
tc0374-FRONTIN,,H,valet,A,néant
tc0374-LEMARQUIS,,H,marquis,A,néant
tc0374-DEUXCREANCIERES,,H,financier,A,néant
tc0261-LEON,,H,prince,A,néant
tc0261-ROGER,,H,aristocrate,A,amoueux
tc0261-BRADAMANTE,,H,aristocrate,A,amoureux
tc0261-MARPHISE,,H,aristocrate,A,néant
tc0261-DORALISE,,H,confident,A,néant
tc0261-ISMENE,,H,confident,A,néant
tc0261-TIMANTE,,H,confident,A,néant
tc0101-LEBARON,,H,baron,A,néant
tc0101-LEMARQUIS,,H,marquis,A,néant
tc0101-CLARISSE,,H,aristocrate,A,néant
tc0101-LEVICOMTE,,H,vicomte,A,néant
tc0101-JEANNETTE,,H,bourgeois,A,néant
tc0101-ZERBINE,,H,suivante,A,néant
tc0101-FABRICE,,H,domestique,A,néant
tc0101-DOMESTIQUES,,H,domestique,A,néant
tc0169-LEMARQUIS,,H,marquis,A,néant
tc0169-LEBARON,,H,baron,A,néant
tc0169-LECHEVALIER,,H,chevalier,A,néant
tc0169-LECOMTE,,H,comte,A,néant
tc0169-LEBARONDELACRASSE,,H,baron,A,néant
tc0169-LEMARQUISDEMASCARILLE,,H,marquis,A,néant
tc0169-MONSIEURDELASOUCHE,,H,aristocrate,A,néant
tc0169-LACOMTESSEDEBEAULIEU,,H,comte,A,néant
tc0169-LAFILLEdeLACOMTESSEDEBEAULIEU,,H,aristocrate,J,néant
tc0169-LEPORTIER,,H,portier,A,néant
tc0169-DEUXLAQUAIS,,H,laquais,A,néant
tc0169-LEMOUCHEURDECHANDELLES,,H,moucheur de chandelles,A,néant
tc0169-POLICARPE,,H,bourgeois,A,néant
tc0169-BONIFACE,,H,bourgeois,A,néant
tc0169-GORGIBUS,,H,bourgeois,A,néant
tc0169-TERSANDRE,,H,bourgeois,J,Climène
tc0169-CLARIMOND,,H,bourgeois,A,Julie
tc0169-CLIMENE,,H,bourgeois,J,néant
tc0169-ROSETTE,,H,bourgeois,A,néant
tc0169-JULIE,,H,bourgeois,J,néant
tc0169-LISETTE,,H,suivante,A,néant
tc0169-BEATRIX,,H,suivante,A,néant
tc0169-GUILLOT,,H,valet,A,Lisette
tc0169-RAGOTIN,,H,valet,A,Béatrix
tc0852-AGESILAS,,H,roi,A,néant
tc0852-LYSANDER,,H,capitaine,A,néant
tc0852-COTYS,,H,roi,A,néant
tc0852-SPITRIDATE,,H,aristocrate,A,néant
tc0852-MANDANE,,H,aristocrate,A,néant
tc0852-ELPINICE,,H,aristocrate,J,néant
tc0852-AGLATIDE,,H,aristocrate,J,néant
tc0852-XENOCLES,,H,lieutenant,A,néant
tc0852-CLEON,,H,orateur,A,néant
tc0532-LECHAVALIER,,H,officier,A,néant
tc0532-CLITANDRE,,H,officier,A,néant
tc0532-FRONTIN,,H,valet,A,néant
tc0532-MADAMEPINIUN,,H,hotesse,A,néant
tc0532-GUILLAUME,,H,bourgeois,A,néant
tc0532-MADAMEROBIN,,H,bourgeois,A,néant
tc0532-MADAMEVALENTIN,,H,bourgeois,A,néant
tc0532-ANGELIQUE,,H,bourgeois,A,néant
tc0532-MONSIEURMOUFLART,,H,marchand,A,néant
tc0532-MONSIEURVALENTIN,,H,marchand,A,néant
tc0532-UNPETITGREFFIER,,H,greffier,A,néant
tc0532-SOLDATS,,H,soldat,A,néant
tc0167-ALTHEE,,H,roi,A,néant
tc0167-MELEAGRE,,H,prince,A,néant
tc0167-ATHALANTE,,H,roi,A,néant
tc0167-PLEXIPPE,,H,roi,A,néant
tc0167-DEJANIRE,,H,prince,A,néant
tc0167-DIONE,,H,confidente,A,néant
tc0167-ELISE,,H,nymphe,A,néant
tc0167-THELAME,,H,domestique,A,néant
tc0779-,,H,comédien,A,néant
tc0779-,,H,marquis,A,néant
tc0779-,,H,poète,A,néant
tc0779-,,H,comédie,A,néant
tc0779-,,H,gouvernante,A,néant
tc0646-MONSIEURGRIFFARD,,H,financier,A,néant
tc0646-MARIANE,,H,bourgeois,A,néant
tc0646-CHOUCHETTE,,H,bourgeois,J,néant
tc0646-CLITANDRE,,H,bourgeois,A,néant
tc0646-MONSIEURGUILLEMIN,,H,notaire,A,néant
tc0646-MADAMEGUILLEMIN,,H,bourgeois,A,néant
tc0646-LECHEVALIER,,H,chevalier,A,néant
tc0646-L’ABBE,,H,abbé,A,néant
tc0646-CIDALISE,,H,bourgeois,A,néant
tc0646-ERASTE,,H,bourgeois,A,néant
tc0646-MADAMEARGANTE,,H,bourgeois,A,néant
tc0646-FROSINE,,H,bourgeois,A,néant
tc0646-L’OLIVE,,H,valet,A,néant
tc0646-LETABELLION,,H,notaire,A,néant
tc0646-LENOURRICIER,,H,bourgeois,A,néant
tc0646-TROUPEdePAYSANSetdePAYSANNES,,H,paysan,A,néant
tc0067-BERTRAND,,H,bourgeois,A,néant
tc0067-MADAMEBERTRAND,,H,bourgeois,A,néant
tc0067-ISABELLE,,H,bourgeois,A,Léandre
tc0067-LEANDRE,,H,bourgeois,A,Isabelle
tc0067-MARTHE,,H,domestique,A,Scapin
tc0067-SCAPIN,,H,valet,A,Marthe
tc0067-VALENTIN,,H,valet,A,néant
tc0067-UNNOTAIRE,,H,notaire,A,néant
tc0067-TROUPEDEFURIESETDEDEMONS,,D,furie,A,néant
tc0773-MADAME-ARGANTE,,,,,
